title_id,title,openurl,key,isCrawled,auth_id,auth_name,text,time,read_num,forward_num,comment_num,like_num,comment_id,comment_times
2309354572906054353120,光明日报刊文：别让体育教育走应试教育的老路,https://weibo.com/ttarticle/p/show?id=2309354572906054353120,体育教育,1,5044281310,澎湃新闻,体育课日益受到社会重视。上个月底，云南省举行听证会，提议将初中生的体育成绩满分由50分提高到100分；广东省日前也决定从2021年起提高中考体育科目分值。随之而来的是，课外体能培训班火了。据媒体报道，北京一家少儿体能培训俱乐部开设“中考体育”课程，平均200多元一节课，而广州一家少儿体育中心则报出30节跳绳私教课共9600元的价格。一节课动辄二三百元，家长们不淡定了，不是说好要加强体育锻炼、增强学生体质吗？而眼下，不管是专门的体能提升，还是“私教”“一对一”，似乎还是之前“熟悉的配方”。改来改去，为啥又回到了“报班求高分”的老路上？重视体育的意义自不待言，而对于中小学生来说，运动本来就是一种天性的释放。然而，当重视体育在现实中竟然演变成学生多了一个课外班，未免偏航了。有针对性地搞一些体育专业培训，不难理解。毕竟，运动也是需要一定技巧和持续练习的，中小学生缺乏常性，新鲜感来得快去得也快，设置专门课程加强约束与规训，也是必要的。或者说，给一些反应比较迟缓的学生开小灶，并无不可。但这些训练或练习，未必一定要通过课外班的形式实现。如果学校足够重视体育，配齐相应的师资力量，保障必要的体育课时间不被随便侵占，学生们的体育成绩想必不会太差；如果学校有足够多的活动、赛事等供学生“练兵”，体育成绩不理想的学生也能跟得上步伐。或者说，如果家长果真重视孩子的身体素质，经常有意识地带孩子参加一些远足、爬山、游泳等运动，情况也会好很多。最差的情形就是把一门门原本活泼可爱的课程，搞成了一个个如临大敌、如办大事的课外培训班。然而，至少从目前的现实看，事情正在往这个方向走。责怪家长一惊一乍、过于焦虑吗？或许有的家长有些敏感，担心孩子的体育课成绩拖后腿；或许有的家长不明就里，以为凡事只要报班就能产生奇效；或许有的家长只为花钱买个心安……但也应该注意到，家长重视分数的前提，是相关部门习惯性地把分数作为衡量、评价教育效果的尺码。多地决定或拟决定提高体育成绩在总分中的分值，“一分就是一操场”，这样明显的信号，如果家长捕捉不到那才是奇哉怪也。可见，这一轮体育教育偏航的起点，仍与有关部门并没有真正吃透“克服唯分数、唯升学”的中央精神有关，不去想办法探索建立多元评价体系，而依然奉行以分数定乾坤的老办法，走的还是应试教育的老路子，难怪家长都焦虑了。而当学校教育也并没有真正重视体育，其实质只能是把孩子和家长一股脑推给教培机构。体育很重要，课外班也有一定的必要性，但如何在释放天性与提高成绩、提升素质与减轻负担、单一成绩与多元评价之间，找到一种平衡，显然不轻松。（作者：胡麦，系媒体评论员，（原题为《别让体育教育走应试教育的老路》））(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP),2020-11-19 00:00:00,390000,109,157,987,4572906040331693.0,1.0
2309354610421180203546,河南一小区内幼儿园发生塌陷：教学楼地基裸露，楼体下方镂空,https://weibo.com/ttarticle/p/show?id=2309354610421180203546,教学,1,5044281310,澎湃新闻,大象新闻3月2日消息，3月1日，河南新郑维也纳湖畔小区内成益大地幼儿园发生地面塌陷，其中幼儿园的圆形直筒建筑下方的地基直接裸露在外面。“把绿布掀开，建筑下面都是镂空的，特别吓人。”业主称。目前第三方检测机构已经介入，对幼儿园楼体安全进行评估。坍塌幼儿园教学楼地基裸露发生塌陷的成益大地幼儿园位于新郑维也纳湖畔小区后方，大象新闻记者在现场看到，幼儿园地面出现部分滑坡，坍塌后将小区建造的电动车充电停车棚压毁，多辆电动车受损。幼儿园围挡外侧的铁栏杆和护墙全部被压垮，彩色的儿童泡沫地垫和卡通玩具随着泥土和碎石一起滑落至土坡旁。幼儿园教学楼一侧的地基全部裸露在外，楼体下方已经镂空。业主高先生说，自从幼儿园发生塌陷后，他现在都不敢从附近经过，生怕再次出现塌陷。成益大地幼儿园一些家长反映，学校并没有如实通知地面塌陷情况，“3月1号早上七点左右的时候，突然接到家长群里通知说是疫情防控推迟一周开学。”据了解，此次幼儿园在3月1日凌晨4点30分左右发生塌陷，附近的业主纷纷表示塌方时声音很大，并伴有强烈震感。“听见轰的一声，还以为是地震了。”业主们推测，可能因为前几天郑州大雪过后，紧接着又下了场大雨导致了幼儿园地面塌陷。第三方检测机构已进行安全隐患评估新郑维也纳湖畔小区物业工作人员表示，他们是3月2日上午接到业主电话，才得知小区内幼儿园发生塌陷。新郑维亚纳湖畔小区开发商称，3月1日小区保安就已经将塌陷一事上报给小区物业。开发商已经找到一家第三方检测机构，准备对幼儿园楼体进行安全隐患评估，“地基很深，应该不危险，悬空的是框架结构。目前在等第三方检测报告才知道楼体是否安全。”新郑市教育园区管委会维也纳小区分包领导柳朋明也赶到现场，他告诉记者，在第三方检测机构评估报告没有出结果之前，考虑孩子与老师的安全，幼儿园不会开学。目前，相关部门已经开始排查小区周围隐患，防止类似事件再次发生。（原题为《新郑维也纳湖畔小区内幼儿园发生塌陷，教学楼地基裸露》）(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP),2021-03-02 00:00:00,220000,40,69,271,4610421144949456.0,1.0
2309404222904446378431,【移民大家谈】波兰的幼儿教育 - 途波留学移民原创文章,https://weibo.com/ttarticle/p/show?id=2309404222904446378431,幼儿教育,-2,6433565565,途波-TurPolska,,2018-03-29 00:00:00,930,0,0,0,4222904448969796.0,1.0
2309404235555142526991,自考、成考、远程教育，电大的区别你知道多少？,https://weibo.com/ttarticle/p/show?id=2309404235555142526991,远程教育,-2,5567328495,普育吧·考友之家,,2018-05-03 00:00:00,8868,8,2,14,4235555141183450.0,1.0
2309404243696831869571,【CET4】【Chinadaily】中国企业将引进英国幼儿教育团队,https://weibo.com/ttarticle/p/show?id=2309404243696831869571,幼儿教育,-2,5410033308,英语听译学习,,2018-05-25 00:00:00,188,0,0,0,4243696834728823.0,1.0
2309404245380358351075,西安环普科技产业园组织“幼儿教育”交流活动圆满落幕,https://weibo.com/ttarticle/p/show?id=2309404245380358351075,幼儿教育,-2,5361220806,西安环普国际科技园,,2018-05-30 00:00:00,1501,0,0,1,4245380357122720.0,1.0
2309404252970991649771,Amy要上幼儿园｜ 芬爱中国，和芬兰等优品质的幼儿教育,https://weibo.com/ttarticle/p/show?id=2309404252970991649771,幼儿教育,-2,6525650908,FunAcademy芬爱宝贝,,2018-06-20 00:00:00,658,0,1,0,4252970994843789.0,1.0
2309404253725630806997,运动课诚邀您参加2018广东体育教育产业展！,https://weibo.com/ttarticle/p/show?id=2309404253725630806997,体育教育,-2,6289819937,益课星球,,2018-06-22 00:00:00,1624,0,0,0,4253725634184193.0,1.0
2309404260924839062379,小牛计划联合AFC运动社区创立“角鹿科技”：为体育教育服务业态赋能,https://weibo.com/ttarticle/p/show?id=2309404260924839062379,体育教育,-2,5803104795,小牛计划,,2018-07-12 00:00:00,709,0,0,0,4260924841565526.0,1.0
2309404267874435914194,南开大学现代远程教育2018年秋季招生简章,https://weibo.com/ttarticle/p/show?id=2309404267874435914194,远程教育,-2,1697287711,在职求学,,2018-07-31 00:00:00,5355,0,0,1,4267874438482179.0,1.0
